SG_UF,ANO_ELEICAO,CD_CARGO,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,NR_IDADE_DATA_POSSE,NM_COLIGACAO,SQ_COLIGACAO,NR_PARTIDO,NM_PARTIDO,QT_VOTOS,ranking_colig,CADEIRAS_r1,CADEIRAS_r2,CADEIRAS_r3,CADEIRAS_r4,eleito_r1,eleito_r2,eleito_r3,eleito_r4
SP,2018,6,DEPUTADO FEDERAL,4510,VITOR LIPPI,APTO,59,PSDB-PSD-DEM-PP,250000050157,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,120529,7,15,15,17,17,1,1,1,1
RJ,2018,6,DEPUTADO FEDERAL,2050,OTONI MOURA DE PAULO JUNIOR,APTO,42,POR UM RIO FELIZ,190000050205,20,PARTIDO SOCIAL CRISTÃO,120498,1,2,2,2,2,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,1515,HERCÍLIO ARAÚJO DINIZ FILHO,APTO,55,#MINAS PARA TODOS,130000050539,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,120489,2,8,8,8,8,1,1,1,1
PB,2018,6,DEPUTADO FEDERAL,1111,AGUINALDO VELLOSO BORGES RIBEIRO,APTO,49,FORÇA DA ESPERANÇA V,150000050071,11,PARTIDO PROGRESSISTA,120220,1,1,1,1,1,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,1190,GUILHERME MURARO DERRITE,APTO,34,PSDB-PSD-DEM-PP,250000050157,11,PARTIDO PROGRESSISTA,119034,8,15,15,17,17,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,1451,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,APTO,38,"PDT, PTB, DEM, PSB, PRP, PPL",60000050323,14,PARTIDO TRABALHISTA BRASILEIRO,119030,4,8,8,8,8,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,5577,ANTONIO CEZAR CORREIA FREIRE,APTO,45,PSDB-PSD-DEM-PP,250000050157,55,PARTIDO SOCIAL DEMOCRÁTICO,119024,9,15,15,17,17,1,1,1,1
PR,2018,6,DEPUTADO FEDERAL,2020,PAULO EDUARDO LIMA MARTINS,APTO,37,MUDA PARANÁ,160000050509,20,PARTIDO SOCIAL CRISTÃO,118754,3,10,10,10,10,1,1,1,1
AM,2018,6,DEPUTADO FEDERAL,1111,ATILA SIDNEY LINS DE ALBUQUERQUE,APTO,68,EU VOTO NO AMAZONAS I,40000050278,11,PARTIDO PROGRESSISTA,118700,2,4,4,4,4,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,1123,FAUSTO RUY PINATO,APTO,41,PSDB-PSD-DEM-PP,250000050157,11,PARTIDO PROGRESSISTA,118684,10,15,15,17,17,1,1,1,1
PE,2018,6,DEPUTADO FEDERAL,5555,ANDRE CARLOS ALVES DE PAULA FILHO,APTO,57,FRENTE POPULAR DE PERNAMBUCO PARA DEPUTADO FEDERAL,170000050271,55,PARTIDO SOCIAL DEMOCRÁTICO,118641,2,8,8,8,8,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,1702,LUIZ PHILIPPE DE ORLEANS BRAGANÇA,APTO,49,PARTIDO ISOLADO,250000050356,17,PARTIDO SOCIAL LIBERAL,118457,4,17,16,10,10,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,1310,VALMIR CARLOS DA ASSUNÇÃO,APTO,54,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,13,PARTIDO DOS TRABALHADORES,118313,10,24,24,24,24,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,1144,RONALDO CARLETTO,APTO,59,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,11,PARTIDO PROGRESSISTA,118097,11,24,24,24,24,1,1,1,1
PE,2018,6,DEPUTADO FEDERAL,1717,LUCIANO CALDAS BIVAR,APTO,74,AVANÇA PERNAMBUCO,170000050457,17,PARTIDO SOCIAL LIBERAL,117943,1,2,2,2,2,1,1,1,1
AM,2018,6,DEPUTADO FEDERAL,1010,SILAS CÂMARA,APTO,56,AMAZONAS COM SEGURANÇA,40000050229,10,PARTIDO REPUBLICANO BRASILEIRO,117181,1,3,3,3,3,1,1,1,1
MA,2018,6,DEPUTADO FEDERAL,2200,JOSE LOURENÇO BONFIM JUNIOR,APTO,40,TODOS PELO MARANHÃO 2,100000050046,22,PARTIDO DA REPÚBLICA,117033,2,6,5,6,5,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1208,MARLON ARATOR SANTOS DA ROSA,APTO,43,FRENTE TRABALHISTA SUSTENTAVEL,210000050135,12,PARTIDO DEMOCRÁTICO TRABALHISTA,116483,1,3,3,3,3,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,2525,ALEXANDRE LEITE DA SILVA,APTO,29,PSDB-PSD-DEM-PP,250000050157,25,DEMOCRATAS,116416,11,15,15,17,17,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,5544,STEFANO AGUIAR DOS SANTOS,APTO,42,RECONSTRUÇÃO JÁ,130000050355,55,PARTIDO SOCIAL DEMOCRÁTICO,115795,3,12,12,12,12,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,1312,JOSIAS GOMES DA SILVA,APTO,62,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,13,PARTIDO DOS TRABALHADORES,115571,12,24,24,24,24,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,4000,JOSÉ MARCELO DO NASCIMENTO NILO,APTO,63,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,40,PARTIDO SOCIALISTA BRASILEIRO,115277,13,24,24,24,24,1,1,1,1
SC,2018,6,DEPUTADO FEDERAL,1350,PEDRO FRANCISCO UCZAI,APTO,55,PARTIDO ISOLADO,240000050650,13,PARTIDO DOS TRABALHADORES,115232,1,2,1,2,1,1,1,1,1
RJ,2018,6,DEPUTADO FEDERAL,1717,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,APTO,41,PARTIDO ISOLADO,190000050390,17,PARTIDO SOCIAL LIBERAL,115119,3,12,12,12,12,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,4511,LUCAS BELLO REDECKER,APTO,37,COLIGAÇÃO RIO GRANDE UNIDO E FORTE,210000050140,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,114346,1,9,8,9,9,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,5050,FERNANDA MELCHIONNA E SILVA,APTO,34,Independência e Luta para Mudar o Rio Grande,21000005e4,50,PARTIDO SOCIALISMO E LIBERDADE,114302,1,0,1,0,1,0,1,0,1
PE,2018,6,DEPUTADO FEDERAL,4004,FELIPE AUGUSTO LYRA CARRERAS,APTO,43,FRENTE POPULAR DE PERNAMBUCO PARA DEPUTADO FEDERAL,170000050271,40,PARTIDO SOCIALISTA BRASILEIRO,114268,3,8,8,8,8,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,6565,DANIEL GOMES DE ALMEIDA,APTO,64,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,65,PARTIDO COMUNISTA DO BRASIL,114213,14,24,24,24,24,1,1,1,1
PE,2018,6,DEPUTADO FEDERAL,1111,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,APTO,46,PERNAMBUCO EM 1. LUGAR,170000050375,11,PARTIDO PROGRESSISTA,113640,2,4,4,4,4,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,7777,GENECIAS MATEUS NORONHA,APTO,55,MDB/PHS/AVANTE/SD/PSD/PSC/PODEMOS/PRB,60000050146,77,SOLIDARIEDADE,113515,2,4,3,4,3,1,1,1,1
PR,2018,6,DEPUTADO FEDERAL,1234,GUSTAVO BONATO FRUET,APTO,55,"Coligação PARANÁ, EDUCAÇÃO E EMPREGO",160000050570,12,PARTIDO DEMOCRÁTICO TRABALHISTA,113252,1,3,3,3,3,1,1,1,1
RN,2018,6,DEPUTADO FEDERAL,1311,NATALIA BASTOS BONAVIDES,APTO,30,DO LADO CERTO,200000050182,13,PARTIDO DOS TRABALHADORES,112998,1,1,1,1,1,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,1333,PATRUS ANANIAS DE SOUZA,APTO,67,JUNTOS COM O POVO,130000050732,13,PARTIDO DOS TRABALHADORES,112724,5,12,12,12,12,1,1,1,1
GO,2018,6,DEPUTADO FEDERAL,5555,FRANCISCO RODRIGUES VALE JUNIOR,APTO,49,GOIÁS AVANÇA MAIS - I,90000050527,55,PARTIDO SOCIAL DEMOCRÁTICO,111788,1,6,5,6,5,1,1,1,1
PI,2018,6,DEPUTADO FEDERAL,1212,FLAVIO RODRIGUES NOGUEIRA,APTO,65,A Vitória com a Força do Povo II,180000050371,12,PARTIDO DEMOCRÁTICO TRABALHISTA,111672,4,10,8,10,8,1,1,1,1
MA,2018,6,DEPUTADO FEDERAL,6565,RUBENS PEREIRA E SILVA JUNIOR,APTO,34,TODOS PELO MARANHÃO 1,100000050055,65,PARTIDO COMUNISTA DO BRASIL,111584,2,6,6,6,6,1,1,1,1
MA,2018,6,DEPUTADO FEDERAL,1414,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,APTO,39,TODOS PELO MARANHÃO 1,100000050055,14,PARTIDO TRABALHISTA BRASILEIRO,111538,3,6,6,6,6,1,1,1,1
PR,2018,6,DEPUTADO FEDERAL,2200,FERNANDO LUCIO GIACOBO,APTO,48,MUDA PARANÁ,160000050509,22,PARTIDO DA REPÚBLICA,111384,4,10,10,10,10,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,5555,DOMINGOS GOMES DE AGUIAR NETO,APTO,30,MDB/PHS/AVANTE/SD/PSD/PSC/PODEMOS/PRB,60000050146,55,PARTIDO SOCIAL DEMOCRÁTICO,111154,3,4,3,4,3,1,1,1,1
PI,2018,6,DEPUTADO FEDERAL,5555,JULIO CESAR DE CARVALHO LIMA,APTO,70,A Vitória com a Força do Povo II,180000050371,55,PARTIDO SOCIAL DEMOCRÁTICO,110804,5,10,8,10,8,1,1,1,1
PR,2018,6,DEPUTADO FEDERAL,1540,HERMES PARCIANELLO,APTO,60,"Coligação PARANÁ, EDUCAÇÃO E EMPREGO",160000050570,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,110717,2,3,3,3,3,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,2233,PAULO ROBERTO FREIRE DA COSTA,APTO,63,PARTIDO ISOLADO,250000050504,22,PARTIDO DA REPÚBLICA,109461,5,6,6,7,7,1,1,1,1
SC,2018,6,DEPUTADO FEDERAL,1718,CAROLINE RODRIGUES DE TONI,APTO,32,PARTIDO ISOLADO,240000050254,17,PARTIDO SOCIAL LIBERAL,109363,2,4,4,4,4,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,7777,JOSÉ SILVA SOARES,APTO,55,RECONSTRUÇÃO JÁ,130000050355,77,SOLIDARIEDADE,109335,4,12,12,12,12,1,1,1,1
PE,2018,6,DEPUTADO FEDERAL,1010,SILVIO SERAFIM COSTA FILHO,APTO,36,PERNAMBUCO VAI MUDAR COM SEUS DEPUTADOS FEDERAIS,170000050453,10,PARTIDO REPUBLICANO BRASILEIRO,109185,2,6,6,6,6,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,4012,HEITOR JOSÉ SCHUCH,APTO,56,Unidos pelo Rio Grande,210000050033,40,PARTIDO SOCIALISTA BRASILEIRO,109053,2,3,3,4,3,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1313,HENRIQUE FONTANA JÚNIOR,APTO,59,PARTIDO ISOLADO,210000050305,13,PARTIDO DOS TRABALHADORES,108585,3,5,5,5,5,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,4336,ENRICO VAN BLARCUM DE GRAAFF MISASI,APTO,24,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,108038,1,1,1,1,1,1,1,1,1
PR,2018,6,DEPUTADO FEDERAL,2233,CHRISTIANE DE SOUZA YARED,APTO,58,MUDA PARANÁ,160000050509,22,PARTIDO DA REPÚBLICA,107636,5,10,10,10,10,1,1,1,1
PB,2018,6,DEPUTADO FEDERAL,2222,JOSÉ WELLINGTON ROBERTO,APTO,59,PORQUE O POVO QUER I,150000050671,22,PARTIDO DA REPÚBLICA,107465,1,1,1,1,1,1,1,1,1
RJ,2018,6,DEPUTADO FEDERAL,5077,TALIRIA PETRONE SOARES,APTO,33,MUDAR É POSSÍVEL,190000050058,50,PARTIDO SOCIALISMO E LIBERDADE,107317,2,4,4,4,4,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,3133,MARCELO GUILHERME DE ARO FERREIRA,APTO,31,COMPROMISSO POR MINAS,130000050726,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,107219,1,2,2,2,2,1,1,1,1
AM,2018,6,DEPUTADO FEDERAL,1000,ALBERTO BARROS CAVALCANTE NETO,APTO,36,AMAZONAS COM SEGURANÇA,40000050229,10,PARTIDO REPUBLICANO BRASILEIRO,107168,2,3,3,3,3,1,1,1,1
PA,2018,6,DEPUTADO FEDERAL,1321,AIRTON LUIZ FALEIRO,APTO,59,PRA VIVER EM PAZ,140000050740,13,PARTIDO DOS TRABALHADORES,106965,2,2,2,2,2,1,1,1,1
AM,2018,6,DEPUTADO FEDERAL,2222,MARCELO RAMOS RODRIGUES,APTO,45,EU VOTO NO AMAZONAS I,40000050278,22,PARTIDO DA REPÚBLICA,106805,3,4,4,4,4,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,4500,AÉCIO NEVES DA CUNHA,APTO,58,RECONSTRUÇÃO JÁ,130000050355,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,106702,5,12,12,12,12,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,1115,CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,APTO,39,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,11,PARTIDO PROGRESSISTA,106592,15,24,24,24,24,1,1,1,1
MA,2018,6,DEPUTADO FEDERAL,5533,EDILAZIO GOMES DA SILVA JUNIOR,APTO,37,MARANHÃO QUER MAIS 1,100000050233,55,PARTIDO SOCIAL DEMOCRÁTICO,106576,1,3,3,3,3,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,4000,DENIS ANDERSON DA ROCHA BEZERRA,APTO,38,"PDT, PTB, DEM, PSB, PRP, PPL",60000050323,40,PARTIDO SOCIALISTA BRASILEIRO,106294,5,8,8,8,8,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,4077,ROSANA DE OLIVEIRA VALLE,APTO,49,"Coligação PSB, PTB, PPS, PSC",250000050402,40,PARTIDO SOCIALISTA BRASILEIRO,106100,3,6,6,7,7,1,1,1,1
GO,2018,6,DEPUTADO FEDERAL,1010,JOÃO CAMPOS DE ARAÚJO,APTO,56,NOVAS IDEIAS NOVO GOIAS 1,90000050268,10,PARTIDO REPUBLICANO BRASILEIRO,106014,1,3,3,3,3,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,4535,EDUARDO LUIZ BARROS BARBOSA,APTO,60,RECONSTRUÇÃO JÁ,130000050355,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,105969,6,12,12,12,12,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,5555,DIEGO LEONARDO DE ANDRADE CARVALHO,APTO,41,RECONSTRUÇÃO JÁ,130000050355,55,PARTIDO SOCIAL DEMOCRÁTICO,105803,7,12,12,12,12,1,1,1,1
MA,2018,6,DEPUTADO FEDERAL,1919,ALUISIO GUIMARÃES MENDES FILHO,APTO,57,CORAGEM E UNIÃO PARA FAZER O MARANHÃO MELHOR - 1,100000050245,19,PODEMOS,105778,1,1,1,1,1,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,2233,LINCOLN DINIZ PORTELA,APTO,65,JUNTOS COM O POVO,130000050732,22,PARTIDO DA REPÚBLICA,105731,6,12,12,12,12,1,1,1,1
MA,2018,6,DEPUTADO FEDERAL,1111,ANDRE LUIZ CARVALHO RIBEIRO,APTO,29,TODOS PELO MARANHÃO 2,100000050046,11,PARTIDO PROGRESSISTA,105583,3,6,5,6,5,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,5580,SERGIO LUIS LACERDA BRITO,APTO,57,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,55,PARTIDO SOCIAL DEMOCRÁTICO,105427,16,24,24,24,24,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,4040,LÍDICE DA MATA E SOUZA,APTO,62,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,40,PARTIDO SOCIALISTA BRASILEIRO,104348,17,24,24,24,24,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,1122,CLAUDIO CAJADO SAMPAIO,APTO,55,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,11,PARTIDO PROGRESSISTA,104322,18,24,24,24,24,1,1,1,1
RJ,2018,6,DEPUTADO FEDERAL,1793,ANTÔNIO DA LUZ FURTADO,APTO,47,PARTIDO ISOLADO,190000050390,17,PARTIDO SOCIAL LIBERAL,104211,4,12,12,12,12,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,2552,ELMAR JOSÉ VIEIRA NASCIMENTO,APTO,48,UNIDOS PARA MUDAR A BAHIA,50000050223,25,DEMOCRATAS,103823,1,6,5,6,5,1,1,1,1
RJ,2018,6,DEPUTADO FEDERAL,1177,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,APTO,45,O RIO QUER PAZ,190000050195,11,PARTIDO PROGRESSISTA,103745,2,9,9,9,9,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,4055,EMIDIO ALVES MADEIRA JUNIOR,APTO,51,JUNTOS COM O POVO,130000050732,40,PARTIDO SOCIALISTA BRASILEIRO,103533,7,12,12,12,12,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,4055,EMIDIO ALVES MADEIRA JUNIOR,INAPTO,51,#MINAS PARA TODOS,130000050539,40,PARTIDO SOCIALISTA BRASILEIRO,103533,3,8,8,8,8,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,1234,ANDRE PEIXOTO FIGUEIREDO LIMA,APTO,52,"PDT, PTB, DEM, PSB, PRP, PPL",60000050323,12,PARTIDO DEMOCRÁTICO TRABALHISTA,103385,6,8,8,8,8,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1010,ANTONIO CARLOS GOMES DA SILVA,APTO,46,COLIGAÇÃO RIO GRANDE UNIDO E FORTE,210000050140,10,PARTIDO REPUBLICANO BRASILEIRO,103373,2,9,8,9,9,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,4580,SAMUEL MOREIRA DA SILVA JÚNIOR,APTO,55,PSDB-PSD-DEM-PP,250000050157,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,103215,12,15,15,17,17,1,1,1,1
PR,2018,6,DEPUTADO FEDERAL,1919,DIEGO ALEXSANDER GONÇALO PAULA GARCIA,APTO,34,MUDA PARANÁ,160000050509,19,PODEMOS,103154,6,10,10,10,10,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,1080,LAFAYETTE LUIZ DOORGAL DE ANDRADA,APTO,52,#MINAS PARA TODOS,130000050539,10,PARTIDO REPUBLICANO BRASILEIRO,103090,4,8,8,8,8,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1320,ELVINO JOSÉ BOHN GASS,APTO,56,PARTIDO ISOLADO,210000050305,13,PARTIDO DOS TRABALHADORES,102964,4,5,5,5,5,1,1,1,1
SE,2018,6,DEPUTADO FEDERAL,5555,FÁBIO CRUZ MITIDIERI,APTO,41,PRA SERGIPE AVANÇAR,260000050630,55,PARTIDO SOCIAL DEMOCRÁTICO,102899,1,5,4,5,4,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,4551,VANDERLEI MACRIS,APTO,68,PSDB-PSD-DEM-PP,250000050157,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,102708,13,15,15,17,17,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,5501,DANRLEI DE DEUS HINTERHOLZ,APTO,45,RIO GRANDE VENCEDOR,210000050441,55,PARTIDO SOCIAL DEMOCRÁTICO,102662,1,1,1,1,1,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,4545,ADOLFO VIANA DE CASTRO NETO,APTO,37,PARTIDO ISOLADO,50000050172,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,102603,1,1,1,1,1,1,1,1,1
PA,2018,6,DEPUTADO FEDERAL,2525,HÉLIO LEITE DA SILVA,APTO,61,TODOS PELO PARÁ,140000050367,25,DEMOCRATAS,102554,5,5,5,5,5,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,1111,MÁRIO SILVIO MENDES NEGROMONTE JÚNIOR,APTO,38,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,11,PARTIDO PROGRESSISTA,102512,19,24,24,24,24,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,4580,ROBERTO SOARES PESSOA,APTO,75,PARTIDO ISOLADO,60000050310,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,102470,1,1,1,1,1,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,1212,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,APTO,61,"PDT, PTB, DEM, PSB, PRP, PPL",60000050323,12,PARTIDO DEMOCRÁTICO TRABALHISTA,102417,7,8,8,8,8,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1111,LUIS ANTONIO FRANCISCATTO COVATTI,APTO,31,COLIGAÇÃO RIO GRANDE UNIDO E FORTE,210000050140,11,PARTIDO PROGRESSISTA,102063,3,9,8,9,9,1,1,1,1
SC,2018,6,DEPUTADO FEDERAL,4577,GEOVANIA DE SA RODRIGUES,APTO,46,SANTA CATARINA MAIS FORTE,240000050252,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,101937,1,2,2,2,2,1,1,1,1
MA,2018,6,DEPUTADO FEDERAL,1010,CLEBER VERDE CORDEIRO MENDES,APTO,46,TODOS PELO MARANHÃO 1,100000050055,10,PARTIDO REPUBLICANO BRASILEIRO,101806,4,6,6,6,6,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,1346,NELSON VICENTE PORTELA PELLEGRINO,APTO,58,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,13,PARTIDO DOS TRABALHADORES,101476,20,24,24,24,24,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,1010,RONALDO MANCHADO MARTINS,APTO,41,MDB/PHS/AVANTE/SD/PSD/PSC/PODEMOS/PRB,60000050146,10,PARTIDO REPUBLICANO BRASILEIRO,101089,4,4,3,4,3,1,0,1,0
PB,2018,6,DEPUTADO FEDERAL,1212,DAMIÃO FELICIANO DA SILVA,APTO,66,A FORÇA DO TRABALHO I,150000050226,12,PARTIDO DEMOCRÁTICO TRABALHISTA,100876,2,6,6,6,6,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,6555,ISAAC CAVALCANTE DE CARVALHO,APTO,46,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,65,PARTIDO COMUNISTA DO BRASIL,100549,21,24,24,24,24,1,1,1,1
GO,2018,6,DEPUTADO FEDERAL,2018,GLAUSKSTON BATISTA RIOS,APTO,45,A MUDANÇA É AGORA I,90000050428,20,PARTIDO SOCIAL CRISTÃO,100437,3,6,5,6,5,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1520,MARCIO DELLA VALLE BIOLCHI,APTO,39,PARTIDO ISOLADO,210000050155,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,100362,1,4,4,4,4,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1500,ALCEU MOREIRA DA SILVA,APTO,64,PARTIDO ISOLADO,210000050155,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,100341,2,4,4,4,4,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,4015,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,APTO,41,"Coligação PSB, PTB, PPS, PSC",250000050402,40,PARTIDO SOCIALISTA BRASILEIRO,100179,4,6,6,7,7,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1166,JOSÉ ALFONSO EBERT HAMM,APTO,56,COLIGAÇÃO RIO GRANDE UNIDO E FORTE,210000050140,11,PARTIDO PROGRESSISTA,100018,4,9,8,9,9,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,4044,JEFFERSON ALVES DE CAMPOS,APTO,54,"Coligação PSB, PTB, PPS, PSC",250000050402,40,PARTIDO SOCIALISTA BRASILEIRO,99974,5,6,6,7,7,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,2533,DAVID BEZERRA RIBEIRO SOARES,APTO,45,PSDB-PSD-DEM-PP,250000050157,25,DEMOCRATAS,99865,14,15,15,17,17,1,1,1,1
MA,2018,6,DEPUTADO FEDERAL,4000,UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,APTO,50,TODOS PELO MARANHÃO 1,100000050055,40,PARTIDO SOCIALISTA BRASILEIRO,99598,5,6,6,6,6,1,1,1,1
BA,2018,6,DEPUTADO FEDERAL,5577,JOSE NUNES SOARES,APTO,68,FRENTE DO TRABALHO POR TODA BAHIA,50000050204,55,PARTIDO SOCIAL DEMOCRÁTICO,99535,22,24,24,24,24,1,1,1,1
MG,2018,6,DEPUTADO FEDERAL,1122,ANTÔNIO PINHEIRO NETO,APTO,27,RECONSTRUÇÃO JÁ,130000050355,11,PARTIDO PROGRESSISTA,98404,8,12,12,12,12,1,1,1,1
SP,2018,6,DEPUTADO FEDERAL,1700,MARCIO TADEU ANHAIA DE LEMOS,APTO,53,PARTIDO ISOLADO,250000050356,17,PARTIDO SOCIAL LIBERAL,98373,5,17,16,10,10,1,1,1,1
PR,2018,6,DEPUTADO FEDERAL,4040,LUCIANO DUCCI,APTO,63,PARANA FORTE,160000050618,40,PARTIDO SOCIALISTA BRASILEIRO,98214,1,8,8,8,8,1,1,1,1
AL,2018,6,DEPUTADO FEDERAL,2222,SÉRGIO TOLEDO DE ALBUQUERQUE,APTO,57,Avança Mais Alagoas 1,20000050577,22,PARTIDO DA REPÚBLICA,98201,2,5,5,5,5,1,1,1,1
RN,2018,6,DEPUTADO FEDERAL,1333,FERNANDO WANDERLEY VARGAS DA SILVA,APTO,62,DO LADO CERTO,200000050182,13,PARTIDO DOS TRABALHADORES,98070,2,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1085,VINICIUS RAPOZO DE CARVALHO,APTO,53,PARTIDO ISOLADO,250000050175,10,PARTIDO REPUBLICANO BRASILEIRO,97862,3,6,6,6,6,1,1,1,1
PE,2018,6,DEPUTADO FEDERAL,2323,DANIEL PIRES COELHO,APTO,40,PERNAMBUCO VAI MUDAR COM SEUS DEPUTADOS FEDERAIS,170000050453,23,PARTIDO POPULAR SOCIALISTA,97745,3,6,6,6,6,1,1,1,1
SC,2018,6,DEPUTADO FEDERAL,1570,CARLOS ALBERTO CHIODINI,APTO,36,MUITO MAIS SANTA CATARINA,240000050250,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,97613,1,3,3,3,3,1,1,1,1
RS,2018,6,DEPUTADO FEDERAL,1370,MARIA DO ROSÁRIO NUNES,APTO,52,PARTIDO ISOLADO,210000050305,13,PARTIDO DOS TRABALHADORES,97303,5,5,5,5,5,1,1,1,1
CE,2018,6,DEPUTADO FEDERAL,1717,HEITOR RODRIGO PEREIRA FREIRE,APTO,37,JUNTOS PARA RENOVAR,60000050319,17,PARTIDO SOCIAL LIBERAL,97201,1,0,1,0,1,0,1,0,1
